기준년월,지역코드,통합시군구코드,지원센터코드,이용자구분코드,이용자분류코드,행복e음대상자여부,이용금액,이용건수,이용자수
201911,부산,03000009,S40201,저소득층,독거어르신,N,326626.83,61,16
201911,부산,03000009,S40201,저소득층,재가장애인,N,192313.92,37,8
201911,부산,03000009,S40201,차상위계층,부부중심가구,N,9886.66,5,1
201911,부산,03000009,S40201,저소득층,부부중심가구,Y,2884.64,1,1
201911,부산,03000009,S40201,저소득층,기타,N,65069.75,15,3
201911,부산,03000009,S40201,저소득층,한부모가정,N,96284.76,26,6
201911,부산,03000009,S40201,저소득층,저소득가정,N,86778.67,16,3
201911,부산,03000009,S40201,기초생활보장수급자,부부중심가구,N,61761.03,23,5
201911,부산,03000009,S40201,기초생활보장수급자,청장년1인가구,N,480174.37,110,22
201911,부산,03000009,S40201,기초생활보장수급자,기타,N,925933.13,181,36
201911,부산,03000009,S40201,기초생활보장수급자,한부모가정,N,1431323.97,240,46
201911,부산,03000009,S40201,기초생활보장수급자,한부모가정,Y,79764.43,7,1
201911,부산,03000009,S40201,기초생활보장수급자,조손가정,N,6687.48,4,1
201911,부산,03000009,S40201,기초생활보장수급자,저소득가정,N,1749432.78,395,85
201911,부산,03000009,S40201,기초생활보장수급자,저소득가정,Y,34401.45,3,1
201911,부산,03000009,S40201,기초생활보장수급자,재가장애인,N,1483908.07,231,51
201911,부산,03000009,S40201,기초생활보장수급자,소년소녀가장,N,23580.67,9,3
201911,부산,03000009,S40201,기초생활보장수급자,독거어르신,N,3241902.34,598,148
201911,부산,03000002,S40301,차상위계층,재가장애인,N,560838,44,19
201911,부산,03000002,S40301,긴급지원대상자,기타,N,252670.99,23,10
201911,부산,03000002,S40301,긴급지원대상자,한부모가정,N,123368.71,15,5
201911,부산,03000002,S40301,긴급지원대상자,저소득가정,N,435684.38,23,12
201911,부산,03000002,S40301,긴급지원대상자,재가장애인,N,110353.76,10,4
201911,부산,03000002,S40301,긴급지원대상자,독거어르신,N,671913.17,42,22
201911,부산,03000002,S40301,긴급지원대상자,다문화가정,N,392461.71,33,15
201911,부산,03000002,S40301,긴급지원대상자,결식아동,N,88858.11,9,3
201911,부산,03000002,S40301,저소득층,기타,N,267027.13,20,9
201911,부산,03000002,S40301,저소득층,한부모가정,N,208866.17,18,8
201911,부산,03000002,S40301,저소득층,저소득가정,N,493550.18,42,18
201911,부산,03000002,S40301,저소득층,재가장애인,N,65869.5,5,2
201911,부산,03000002,S40301,저소득층,독거어르신,N,1341193.84,96,43
201911,부산,03000002,S40301,저소득층,다문화가정,N,196418.71,10,5
201911,부산,03000002,S40301,저소득층,결식아동,N,23675.51,3,1
201911,부산,03000002,S40301,차상위계층,기타,N,609770.23,29,16
201911,부산,03000002,S40301,차상위계층,한부모가정,N,1639557.55,83,43
201911,부산,03000002,S40301,차상위계층,저소득가정,N,874324.2,73,29
201911,부산,03000002,S40301,차상위계층,외국인노동자,N,21982.16,3,1
201911,부산,03000002,S40301,차상위계층,소년소녀가장,N,60000,1,1
201911,부산,03000002,S40301,차상위계층,독거어르신,N,3042433.16,216,97
201911,부산,03000002,S40301,차상위계층,다문화가정,N,1173203.43,88,39
201911,부산,03000002,S40301,차상위계층,결식아동,N,128464.25,8,4
201911,부산,03000002,S40301,기초생활보장수급자,기타,N,165302.15,9,5
201911,부산,03000002,S40301,기초생활보장수급자,한부모가정,N,442355.66,34,16
201911,부산,03000002,S40301,기초생활보장수급자,저소득가정,N,409928.54,30,15
201911,부산,03000002,S40301,기초생활보장수급자,재가장애인,N,44079.37,6,2
201911,부산,03000002,S40301,기초생활보장수급자,소년소녀가장,N,30000,1,1
201911,부산,03000002,S40301,기초생활보장수급자,독거어르신,N,938318.98,75,31
201911,부산,03000002,S40301,기초생활보장수급자,다문화가정,N,67552.1,7,3
201911,부산,03000002,S40301,기초생활보장수급자,결식아동,N,23577.32,4,1
201911,부산,03000007,S48201,기초생활보장수급자,독거어르신,Y,57905.76,2,2
201911,부산,03000007,S48201,기초생활보장수급자,독거어르신,N,3541971.96,330,111
201911,부산,03000007,S48201,기초생활보장수급자,소년소녀가장,N,150124.39,20,5
201911,부산,03000007,S48201,기초생활보장수급자,재가장애인,N,1051565.06,72,30
201911,부산,03000007,S48201,기초생활보장수급자,저소득가정,N,690640.93,31,21
201911,부산,03000007,S48201,기초생활보장수급자,한부모가정,N,567136.21,36,19
201911,부산,03000007,S48201,기초생활보장수급자,기타,N,190170.3,11,6
201911,부산,03000007,S48201,기초생활보장수급자,청장년1인가구,N,486200.25,57,16
201911,부산,03000007,S48201,기초생활보장수급자,노인부부가구,N,258163.58,32,8
201911,부산,03000007,S48201,차상위계층,결식아동,N,107151.21,19,3
201911,부산,03000007,S48201,차상위계층,한부모가정,N,198266.55,13,7
201911,부산,03000007,S48201,차상위계층,다문화가정,N,26500,5,1
201911,부산,03000007,S48201,차상위계층,독거어르신,Y,31500,3,1
201911,부산,03000007,S48201,차상위계층,독거어르신,N,1095857.34,51,36
201911,부산,03000007,S48201,저소득층,한부모가정,N,59223.53,9,2
201911,부산,03000007,S48201,저소득층,기타,N,83623.53,16,3
201911,부산,03000007,S48201,기초생활보장수급탈락자,다문화가정,N,30000,1,1
201911,부산,03000007,S48201,기초생활보장수급탈락자,재가장애인,N,89915.91,3,3
201911,부산,03000007,S48201,기초생활보장수급탈락자,한부모가정,N,59609.37,2,2
201911,부산,03000007,S48201,기초생활보장수급탈락자,기타,N,29005.53,1,1
201911,부산,03000007,S48201,기초생활보장수급탈락자,저소득가정,N,52023.53,7,2
201911,부산,03000007,S48201,기초생활보장수급탈락자,노인부부가구,N,28800,1,1
201911,부산,03000007,S48201,저소득층,조손가정,N,28962,1,1
201911,부산,03000007,S48201,저소득층,저소득가정,N,440860.81,37,14
201911,부산,03000007,S48201,저소득층,재가장애인,N,243005.33,23,8
201911,부산,03000007,S48201,저소득층,독거어르신,N,1985951.01,156,53
201911,부산,03000007,S48201,저소득층,독거어르신,Y,87257.49,3,3
201911,부산,03000007,S48201,차상위계층,노인부부가구,N,218224.11,15,7
201911,부산,03000007,S48201,차상위계층,청장년1인가구,N,150225.95,11,5
201911,부산,03000007,S48201,차상위계층,기타,N,199994.39,12,7
201911,부산,03000007,S48201,차상위계층,소년소녀가장,N,26500,5,1
201911,부산,03000007,S48201,차상위계층,재가장애인,N,471677.97,31,14
201911,부산,03000007,S48201,차상위계층,저소득가정,N,171400,22,6
201911,부산,03000007,S48201,긴급지원대상자,결식아동,N,1485084.59,79,36
201911,부산,03000007,S48201,긴급지원대상자,다문화가정,N,267600,7,7
201911,부산,03000007,S48201,긴급지원대상자,독거어르신,Y,208167.19,20,7
201911,부산,03000007,S48201,긴급지원대상자,독거어르신,N,5209042.82,391,96
201911,부산,03000007,S48201,긴급지원대상자,재가장애인,N,690177.69,49,23
201911,부산,03000007,S48201,긴급지원대상자,저소득가정,Y,29200,6,1
201911,부산,03000007,S48201,긴급지원대상자,저소득가정,N,3570103.96,146,94
201911,부산,03000007,S48201,긴급지원대상자,한부모가정,N,470546.69,16,15
201911,부산,03000007,S48201,긴급지원대상자,기타,N,2219942.58,68,57
201911,부산,03000007,S48201,긴급지원대상자,청장년1인가구,N,172742.78,17,6
201911,부산,03000007,S48201,기초생활보장수급자,결식아동,N,91653.99,3,3
201911,부산,03000007,S48201,기초생활보장수급자,다문화가정,N,32100,5,1
201911,부산,03000001,S49001,긴급지원대상자,결식아동,N,19970464.46,2733,244
201911,부산,03000001,S49001,긴급지원대상자,저소득가정,N,88380.15,13,1
201911,부산,03000001,S49001,기초생활보장수급자,결식아동,N,93185.1,11,1
201911,부산,03000001,S49001,기초생활보장수급자,독거어르신,N,5637072.66,759,70
201911,부산,03000001,S49001,기초생활보장수급자,소년소녀가장,N,109059.2,12,1
201911,부산,03000001,S49001,기초생활보장수급자,외국인노동자,N,202903.55,23,2
201911,부산,03000001,S49001,기초생활보장수급자,재가장애인,N,560867.43,88,8
201911,부산,03000001,S49001,기초생활보장수급자,저소득가정,N,1090970.34,164,14
201911,부산,03000001,S49001,기초생활보장수급자,한부모가정,N,894417.7,116,11
201911,부산,03000001,S49001,차상위계층,독거어르신,N,540143.88,93,8
201911,부산,03000001,S49001,차상위계층,소년소녀가장,N,90952.6,9,1
201911,부산,03000001,S49001,차상위계층,외국인노동자,N,82653.5,12,1
201911,부산,03000001,S49001,차상위계층,재가장애인,N,101986.3,27,2
201911,부산,03000001,S49001,차상위계층,한부모가정,N,177798.2,32,3
201911,부산,03000001,S49001,저소득층,독거어르신,N,26725.3,4,1
201911,부산,03000001,S49001,저소득층,소년소녀가장,N,258998.6,40,3
201911,부산,03000001,S49001,저소득층,외국인노동자,N,102948.2,12,1
201911,부산,03000001,S49001,저소득층,재가장애인,N,168459.28,28,2
201911,부산,03000001,S49001,저소득층,저소득가정,N,152324.8,21,2
201911,부산,03000001,S49001,저소득층,기타,N,53184.85,7,1
201911,부산,03000010,S50101,기초생활보장수급자,한부모가정,N,932461.69,76,31
201911,부산,03000010,S50101,긴급지원대상자,결식아동,N,173248.1,16,6
201911,부산,03000010,S50101,긴급지원대상자,독거어르신,N,155131.66,11,4
201911,부산,03000010,S50101,긴급지원대상자,재가장애인,N,15760.64,2,1
201911,부산,03000010,S50101,긴급지원대상자,저소득가정,N,134230.62,10,5
201911,부산,03000010,S50101,긴급지원대상자,한부모가정,N,76020.92,7,3
201911,부산,03000010,S50101,긴급지원대상자,기타,N,346285.56,28,11
201911,부산,03000010,S50101,긴급지원대상자,노인부부가구,N,53280.16,6,3
201911,부산,03000010,S50101,기초생활보장수급자,결식아동,N,110532.4,9,5
201911,부산,03000010,S50101,기초생활보장수급자,다문화가정,N,34655.78,3,1
201911,부산,03000010,S50101,기초생활보장수급자,독거어르신,N,2184948.88,192,69
201911,부산,03000010,S50101,기초생활보장수급자,소년소녀가장,N,82750.24,7,3
201911,부산,03000010,S50101,기초생활보장수급자,재가장애인,N,1982427,179,77
201911,부산,03000010,S50101,기초생활보장수급자,저소득가정,N,2527787.87,218,82
201911,부산,03000010,S50101,저소득층,노인부부가구,N,960035.58,80,31
201911,부산,03000010,S50101,저소득층,기타,N,75576.34,7,2
201911,부산,03000010,S50101,저소득층,한부모가정,N,82900.2,7,2
201911,부산,03000010,S50101,저소득층,저소득가정,N,164677.82,14,5
201911,부산,03000010,S50101,저소득층,재가장애인,N,138761.7,12,4
201911,부산,03000010,S50101,저소득층,독거어르신,N,721106.62,58,18
201911,부산,03000010,S50101,저소득층,결식아동,N,43000.1,3,1
201911,부산,03000010,S50101,차상위계층,노인부부가구,N,768694.21,61,21
201911,부산,03000010,S50101,차상위계층,기타,N,20961.96,3,1
201911,부산,03000010,S50101,차상위계층,한부모가정,N,467438.44,36,14
201911,부산,03000010,S50101,차상위계층,저소득가정,N,320392.1,27,12
201911,부산,03000010,S50101,차상위계층,재가장애인,N,585999.08,52,22
201911,부산,03000010,S50101,차상위계층,독거어르신,N,913927.52,82,28
201911,부산,03000010,S50101,차상위계층,다문화가정,N,21758.88,2,1
201911,부산,03000010,S50101,차상위계층,결식아동,N,50416.42,5,2
201911,부산,03000010,S50101,기초생활보장수급자,노인부부가구,N,2021479.15,182,73
201911,부산,03000010,S50101,기초생활보장수급자,기타,N,211666.88,18,7
201911,부산,03000005,S50701,긴급지원대상자,저소득가정,N,484887.29,45,13
201911,부산,03000005,S50701,긴급지원대상자,재가장애인,N,427657.36,43,9
201911,부산,03000005,S50701,긴급지원대상자,외국인노동자,N,33551.76,3,1
201911,부산,03000005,S50701,긴급지원대상자,소년소녀가장,N,41913.13,3,1
201911,부산,03000005,S50701,긴급지원대상자,독거어르신,N,453337.61,43,12
201911,부산,03000005,S50701,긴급지원대상자,결식아동,N,151054.13,19,4
201911,부산,03000005,S50701,차상위계층,재가장애인,N,909375.17,93,24
201911,부산,03000005,S50701,기초생활보장수급탈락자,저소득가정,N,686678.02,63,16
201911,부산,03000005,S50701,기초생활보장수급탈락자,재가장애인,N,316825.97,33,9
201911,부산,03000005,S50701,차상위계층,저소득가정,N,422065.18,42,11
201911,부산,03000005,S50701,차상위계층,한부모가정,N,832164.6,72,23
201911,부산,03000005,S50701,차상위계층,기타,N,34832.04,4,1
201911,부산,03000005,S50701,저소득층,결식아동,N,29497.17,3,1
201911,부산,03000005,S50701,저소득층,다문화가정,N,67700.13,7,2
201911,부산,03000005,S50701,저소득층,독거어르신,N,3508974.55,363,95
201911,부산,03000005,S50701,저소득층,소년소녀가장,N,349598.61,29,8
201911,부산,03000005,S50701,저소득층,재가장애인,N,1490752.35,154,41
201911,부산,03000005,S50701,저소득층,저소득가정,N,2167207.48,224,55
201911,부산,03000005,S50701,저소득층,한부모가정,N,598114.45,46,17
201911,부산,03000005,S50701,저소득층,기타,N,79689.56,7,2
201911,부산,03000005,S50701,기초생활보장수급탈락자,독거어르신,N,819156.75,80,23
201911,부산,03000005,S50701,기초생활보장수급탈락자,기타,N,28539.05,3,1
201911,부산,03000005,S50701,기초생활보장수급탈락자,한부모가정,N,175107.66,17,5
201911,부산,03000005,S50701,차상위계층,소년소녀가장,N,184128.06,12,5
201911,부산,03000005,S50701,차상위계층,독거어르신,N,1990559.2,214,53
201911,부산,03000005,S50701,차상위계층,결식아동,N,37533.75,5,1
201911,부산,03000005,S50701,기초생활보장수급자,기타,N,147096.19,17,4
201911,부산,03000005,S50701,기초생활보장수급자,한부모가정,N,827394.42,75,23
201911,부산,03000005,S50701,기초생활보장수급자,저소득가정,N,1332506.38,129,38
201911,부산,03000005,S50701,기초생활보장수급자,재가장애인,N,1055025.26,96,28
201911,부산,03000005,S50701,기초생활보장수급자,소년소녀가장,N,68274.23,4,2
201911,부산,03000005,S50701,기초생활보장수급자,독거어르신,N,1722894.4,182,50
201911,부산,03000005,S50701,기초생활보장수급자,다문화가정,N,115994.71,15,3
201911,부산,03000005,S50701,기초생활보장수급자,결식아동,N,163719.81,17,5
201911,부산,03000005,S50701,긴급지원대상자,청장년1인가구,N,28493.33,3,1
201911,부산,03000005,S50701,긴급지원대상자,기타,N,122271.23,9,4
201911,부산,03000005,S50701,긴급지원대상자,한부모가정,N,125457.47,12,4
201911,부산,03000011,S51401,저소득층,저소득가정,N,550831.23,110,16
201911,부산,03000011,S51401,기초생활보장수급자,소년소녀가장,N,36586.24,8,1
201911,부산,03000011,S51401,기초생활보장수급자,재가장애인,N,886857.01,187,28
201911,부산,03000011,S51401,기초생활보장수급자,저소득가정,N,1687758.12,316,48
201911,부산,03000011,S51401,기초생활보장수급자,한부모가정,N,340419.95,71,10
201911,부산,03000011,S51401,기초생활보장수급자,기타,N,665906.7,111,15
201911,부산,03000011,S51401,차상위계층,결식아동,N,74636.16,19,3
201911,부산,03000011,S51401,차상위계층,독거어르신,N,2877204.6,560,83
201911,부산,03000011,S51401,차상위계층,재가장애인,N,715700.03,141,21
201911,부산,03000011,S51401,차상위계층,저소득가정,N,1201607.01,214,33
201911,부산,03000011,S51401,차상위계층,조손가정,N,36708.24,7,1
201911,부산,03000011,S51401,차상위계층,한부모가정,N,568823.71,114,17
201911,부산,03000011,S51401,차상위계층,기타,N,366238.94,68,11
201911,부산,03000011,S51401,저소득층,독거어르신,N,3685713,726,108
201911,부산,03000011,S51401,저소득층,재가장애인,N,194652.58,32,5
201911,부산,03000011,S51401,기초생활보장수급자,독거어르신,N,2992389.79,556,84
201911,부산,03000011,S51401,저소득층,조손가정,N,27534.04,7,1
201911,부산,03000011,S51401,저소득층,기타,N,97839.65,19,3
201911,부산,03000011,S51401,긴급지원대상자,결식아동,N,26337.15,7,1
201911,부산,03000011,S51401,긴급지원대상자,독거어르신,N,155466.15,23,3
201911,부산,03000011,S51401,긴급지원대상자,저소득가정,N,116267.34,26,4
201911,부산,03000011,S51401,긴급지원대상자,한부모가정,N,32472.64,7,1
201911,부산,03000011,S51401,긴급지원대상자,기타,N,106008.39,21,3
201911,부산,03000011,S51401,기초생활보장수급자,결식아동,N,71970.28,13,2
201911,부산,03000004,S51501,기초생활보장수급자,소년소녀가장,N,64342.48,3,3
201911,부산,03000004,S51501,기초생활보장수급자,재가장애인,N,1555774.8,306,49
201911,부산,03000004,S51501,기초생활보장수급자,저소득가정,Y,41085,2,2
201911,부산,03000004,S51501,기초생활보장수급자,저소득가정,N,2746881.84,479,100
201911,부산,03000004,S51501,기초생활보장수급자,한부모가정,N,709415.01,164,22
201911,부산,03000004,S51501,기초생활보장수급자,기타,N,120584.24,11,4
201911,부산,03000004,S51501,차상위계층,결식아동,N,21056.64,1,1
201911,부산,03000004,S51501,차상위계층,다문화가정,N,19300,1,1
201911,부산,03000004,S51501,차상위계층,독거어르신,N,856346.98,110,27
201911,부산,03000004,S51501,차상위계층,외국인노동자,N,48901,5,1
201911,부산,03000004,S51501,차상위계층,재가장애인,Y,68583,28,1
201911,부산,03000004,S51501,차상위계층,재가장애인,N,297718.04,50,8
201911,부산,03000004,S51501,차상위계층,저소득가정,N,466797.16,74,16
201911,부산,03000004,S51501,차상위계층,한부모가정,N,529064.15,103,18
201911,부산,03000004,S51501,저소득층,독거어르신,Y,16089,1,1
201911,부산,03000004,S51501,저소득층,독거어르신,N,1671429.73,322,51
201911,부산,03000004,S51501,저소득층,재가장애인,N,89798.35,20,3
201911,부산,03000004,S51501,저소득층,저소득가정,N,502975.64,78,16
201911,부산,03000004,S51501,저소득층,한부모가정,N,130813,34,2
201911,부산,03000004,S51501,저소득층,기타,N,16089,1,1
201911,부산,03000004,S51501,기초생활보장수급탈락자,독거어르신,N,102145.35,23,3
201911,부산,03000004,S51501,기초생활보장수급탈락자,재가장애인,N,84206.24,4,4
201911,부산,03000004,S51501,기초생활보장수급탈락자,한부모가정,N,21056.64,1,1
201911,부산,03000004,S51501,긴급지원대상자,결식아동,N,214813.24,31,7
201911,부산,03000004,S51501,긴급지원대상자,독거어르신,N,215032.2,47,6
201911,부산,03000004,S51501,긴급지원대상자,저소득가정,N,91098.35,20,3
201911,부산,03000004,S51501,긴급지원대상자,한부모가정,N,16089,1,1
201911,부산,03000004,S51501,긴급지원대상자,기타,N,23085,1,1
201911,부산,03000004,S51501,기초생활보장수급자,결식아동,N,83768,15,4
201911,부산,03000004,S51501,기초생활보장수급자,독거어르신,N,5139773.01,726,178
201911,부산,03000015,S51601,기초생활보장수급자,재가장애인,N,617756.88,85,15
201911,부산,03000015,S51601,저소득층,부부중심가구,N,31844.78,3,1
201911,부산,03000015,S51601,저소득층,기타,N,568146.76,65,13
201911,부산,03000015,S51601,저소득층,한부모가정,N,289739.3,31,8
201911,부산,03000015,S51601,저소득층,저소득가정,N,426266.44,35,10
201911,부산,03000015,S51601,저소득층,재가장애인,N,164012.82,28,5
201911,부산,03000015,S51601,저소득층,독거어르신,N,671970.94,90,17
201911,부산,03000015,S51601,차상위계층,기타,N,421099.66,49,10
201911,부산,03000015,S51601,차상위계층,한부모가정,N,377259.95,31,7
201911,부산,03000015,S51601,차상위계층,저소득가정,N,783585.55,86,21
201911,부산,03000015,S51601,차상위계층,재가장애인,N,909535.47,126,28
201911,부산,03000015,S51601,차상위계층,독거어르신,N,1446065.21,175,37
201911,부산,03000015,S51601,기초생활보장수급자,부부중심가구,N,45378.19,6,1
201911,부산,03000015,S51601,기초생활보장수급자,기타,N,1162884.43,166,29
201911,부산,03000015,S51601,기초생활보장수급자,한부모가정,N,482478.36,47,12
201911,부산,03000015,S51601,기초생활보장수급자,조손가정,N,60336.44,9,2
201911,부산,03000015,S51601,기초생활보장수급자,저소득가정,N,1414842.8,174,30
201911,부산,03000015,S51601,기초생활보장수급자,독거어르신,N,2162667.46,245,46
201911,부산,03000015,S51601,기초생활보장수급자,다문화가정,N,74816.08,7,2
201911,부산,03000015,S51601,긴급지원대상자,기타,N,420931.32,49,10
201911,부산,03000015,S51601,긴급지원대상자,한부모가정,N,100618.4,11,3
201911,부산,03000015,S51601,긴급지원대상자,조손가정,N,31362.05,4,1
201911,부산,03000015,S51601,긴급지원대상자,저소득가정,N,458630.66,42,8
201911,부산,03000015,S51601,긴급지원대상자,재가장애인,N,76113.17,12,2
201911,부산,03000015,S51601,긴급지원대상자,독거어르신,N,178630.5,22,5
201911,부산,03000015,S51601,긴급지원대상자,결식아동,N,404005.1,53,9
201911,부산,03000014,S58201,긴급지원대상자,독거어르신,N,672446.98,57,19
201911,부산,03000014,S58201,기초생활보장수급탈락자,저소득가정,N,29225.73,3,1
201911,부산,03000014,S58201,기초생활보장수급탈락자,재가장애인,N,34031.84,3,1
201911,부산,03000014,S58201,기초생활보장수급탈락자,독거어르신,N,29457.15,3,1
201911,부산,03000014,S58201,저소득층,기타,N,29615.18,3,1
201911,부산,03000014,S58201,저소득층,저소득가정,N,29841.95,3,1
201911,부산,03000014,S58201,저소득층,재가장애인,N,29593.81,3,1
201911,부산,03000014,S58201,저소득층,외국인노동자,N,186196.73,15,5
201911,부산,03000014,S58201,저소득층,소년소녀가장,N,63702.31,3,1
201911,부산,03000014,S58201,저소득층,독거어르신,N,1167881.05,93,31
201911,부산,03000014,S58201,차상위계층,한부모가정,N,544804.93,39,13
201911,부산,03000014,S58201,차상위계층,한부모가정,Y,32312.42,3,1
201911,부산,03000014,S58201,차상위계층,조손가정,N,33997.73,3,1
201911,부산,03000014,S58201,차상위계층,저소득가정,N,218161.25,21,7
201911,부산,03000014,S58201,차상위계층,재가장애인,N,944142.32,78,26
201911,부산,03000014,S58201,차상위계층,외국인노동자,N,120985.51,12,4
201911,부산,03000014,S58201,차상위계층,소년소녀가장,N,47498.57,3,1
201911,부산,03000014,S58201,차상위계층,독거어르신,N,2951444.3,240,80
201911,부산,03000014,S58201,차상위계층,독거어르신,Y,29639.5,3,1
201911,부산,03000014,S58201,차상위계층,결식아동,N,205092,15,5
201911,부산,03000014,S58201,기초생활보장수급자,부부중심가구,N,56691.81,3,1
201911,부산,03000014,S58201,기초생활보장수급자,한부모가정,N,417171.7,30,10
201911,부산,03000014,S58201,기초생활보장수급자,조손가정,N,83281.84,6,2
201911,부산,03000014,S58201,기초생활보장수급자,저소득가정,N,474846.83,36,12
201911,부산,03000014,S58201,기초생활보장수급자,저소득가정,Y,38602.61,3,1
201911,부산,03000014,S58201,기초생활보장수급자,재가장애인,N,698796.79,63,21
201911,부산,03000014,S58201,기초생활보장수급자,재가장애인,Y,56829.15,3,1
201911,부산,03000014,S58201,기초생활보장수급자,외국인노동자,N,59611.42,6,2
201911,부산,03000014,S58201,긴급지원대상자,결식아동,N,143217.33,12,4
201911,부산,03000014,S58201,기초생활보장수급자,소년소녀가장,N,402954.98,30,10
201911,부산,03000014,S58201,기초생활보장수급자,독거어르신,N,2028601.5,159,53
201911,부산,03000014,S58201,기초생활보장수급자,결식아동,N,157189.02,9,3
201911,부산,03000014,S58201,긴급지원대상자,기타,N,44128.19,3,1
201911,부산,03000014,S58201,긴급지원대상자,한부모가정,N,34031.84,3,1
201911,부산,03000014,S58201,긴급지원대상자,재가장애인,N,142560.84,9,3
201911,부산,03000014,S58201,긴급지원대상자,외국인노동자,N,35929.83,3,1
201911,부산,03000014,S58201,긴급지원대상자,소년소녀가장,N,38090.92,3,1
201911,부산,03000015,S63301,긴급지원대상자,독거어르신,N,146726.95,27,5
201911,부산,03000015,S63301,긴급지원대상자,결식아동,N,3539074.31,829,105
201911,부산,03000015,S63301,긴급지원대상자,외국인노동자,N,78565.33,30,11
201911,부산,03000015,S63301,긴급지원대상자,재가장애인,N,619376.77,145,23
201911,부산,03000015,S63301,긴급지원대상자,저소득가정,N,349861.38,108,12
201911,부산,03000015,S63301,긴급지원대상자,기타,N,146200.43,39,6
201911,부산,03000015,S63301,기초생활보장수급자,독거어르신,N,295752.44,54,9
201911,부산,03000015,S63301,기초생활보장수급자,재가장애인,N,274007.46,56,11
201911,부산,03000015,S63301,기초생활보장수급자,저소득가정,N,15421.52,4,1
201911,부산,03000015,S63301,기초생활보장수급자,한부모가정,N,19320.38,4,1
201911,부산,03000015,S63301,기초생활보장수급자,기타,N,59859.53,15,2
201911,부산,03000015,S63301,차상위계층,다문화가정,N,34894.93,10,1
201911,부산,03000015,S63301,차상위계층,독거어르신,N,15342.95,4,1
201911,부산,03000015,S63301,차상위계층,재가장애인,N,81709.57,15,2
201911,부산,03000015,S63301,차상위계층,저소득가정,N,18371.52,5,1
201911,부산,03000015,S63301,저소득층,결식아동,N,25271.22,4,2
201911,부산,03000015,S63301,저소득층,다문화가정,N,80568.33,17,1
201911,부산,03000015,S63301,저소득층,독거어르신,N,67862.55,13,2
201911,부산,03000015,S63301,저소득층,재가장애인,N,352781.92,80,10
201911,부산,03000015,S63301,저소득층,저소득가정,N,68731.41,19,3
201911,부산,03000015,S63301,저소득층,한부모가정,N,99572.8,30,3
201911,부산,03000015,S63301,저소득층,기타,N,539927.79,141,25
201911,부산,03000100,S63901,기초생활보장수급자,결식아동,N,30707,4,1
201911,부산,03000100,S63901,긴급지원대상자,기타,N,32875.1,2,1
201911,부산,03000100,S63901,긴급지원대상자,한부모가정,N,30823.33,4,1
201911,부산,03000100,S63901,긴급지원대상자,저소득가정,N,30823.33,4,1
201911,부산,03000100,S63901,긴급지원대상자,독거어르신,N,29470.84,1,1
201911,부산,03000100,S63901,긴급지원대상자,결식아동,N,148802.62,13,4
201911,부산,03000100,S63901,저소득층,기타,N,30000,1,1
201911,부산,03000100,S63901,저소득층,저소득가정,N,414491.39,42,13
201911,부산,03000100,S63901,차상위계층,기타,N,245351.38,20,7
201911,부산,03000100,S63901,차상위계층,한부모가정,N,107113.01,10,3
201911,부산,03000100,S63901,차상위계층,저소득가정,N,311332.48,30,10
201911,부산,03000100,S63901,차상위계층,재가장애인,N,31683,4,1
201911,부산,03000100,S63901,차상위계층,독거어르신,N,125544.57,15,4
201911,부산,03000100,S63901,차상위계층,결식아동,N,28114.95,3,1
201911,부산,03000100,S63901,기초생활보장수급자,기타,N,3134550.59,292,94
201911,부산,03000100,S63901,기초생활보장수급자,한부모가정,N,157130.84,18,5
201911,부산,03000100,S63901,기초생활보장수급자,저소득가정,N,3140778.61,291,93
201911,부산,03000100,S63901,기초생활보장수급자,재가장애인,N,442615.22,44,14
201911,부산,03000100,S63901,기초생활보장수급자,독거어르신,N,916307.6,90,28
201911,부산,03000003,S64001,기초생활보장수급자,독거어르신,N,1332080.8,158,29
201911,부산,03000003,S64001,기초생활보장수급자,결식아동,N,42337.53,5,1
201911,부산,03000003,S64001,긴급지원대상자,한부모가정,N,29528.88,4,1
201911,부산,03000003,S64001,긴급지원대상자,저소득가정,N,209978.98,27,5
201911,부산,03000003,S64001,긴급지원대상자,재가장애인,N,23675.36,5,1
201911,부산,03000003,S64001,긴급지원대상자,재가장애인,Y,110059.86,12,2
201911,부산,03000003,S64001,긴급지원대상자,독거어르신,N,61532.15,9,2
201911,부산,03000003,S64001,긴급지원대상자,결식아동,N,2719275.53,344,66
201911,부산,03000003,S64001,기초생활보장수급자,저소득가정,N,1128164.27,183,36
201911,부산,03000003,S64001,기초생활보장수급자,조손가정,N,45085.68,5,1
201911,부산,03000003,S64001,기초생활보장수급자,한부모가정,N,524243.16,72,14
201911,부산,03000003,S64001,기초생활보장수급자,기타,N,271275.81,23,4
201911,부산,03000003,S64001,기초생활보장수급자,청장년1인가구,N,47551.64,6,1
201911,부산,03000003,S64001,차상위계층,다문화가정,N,29545.66,4,1
201911,부산,03000003,S64001,차상위계층,독거어르신,N,940755.58,125,23
201911,부산,03000003,S64001,차상위계층,재가장애인,N,83501.62,12,3
201911,부산,03000003,S64001,차상위계층,저소득가정,N,275741.18,46,9
201911,부산,03000003,S64001,차상위계층,한부모가정,N,312934.88,30,6
201911,부산,03000003,S64001,차상위계층,부부중심가구,N,44285.91,5,1
201911,부산,03000003,S64001,저소득층,결식아동,N,29231.87,4,1
